구,법정동,아파트명,전용면적,층,건축년도,거래금액,년,월,일,거래유형
중구,신당동,삼성,59.98,14,1999,149500,2026,5,20,중개거래
중구,신당동,한진해모로,59.76,3,2001,122000,2026,5,9,중개거래
중구,신당동,약수하이츠,65.37,11,1999,156500,2026,5,19,중개거래
중구,황학동,롯데캐슬,84.97,30,2008,134000,2026,5,20,중개거래
중구,입정동,힐스테이트세운센트럴2단지,49.7623,17,2023,108000,2026,5,20,중개거래
중구,신당동,남산타운,59.94,8,2002,151000,2026,5,20,중개거래
중구,회현동2가,쌍용남산플래티넘,139.8,13,2010,215000,2026,5,13,중개거래
중구,신당동,남산타운,84.88,7,2002,173200,2026,5,18,중개거래
중구,신당동,한진해모로,59.76,7,2001,117500,2026,5,16,중개거래
중구,흥인동,청계천두산위브더제니스,92.1357,16,2014,139000,2026,5,15,중개거래
중구,흥인동,우일타운,56.43,15,1994,32000,2026,5,6,중개거래
중구,신당동,신당푸르지오,84.39,10,2005,157000,2026,5,19,중개거래
중구,신당동,삼성,114.91,3,1999,159000,2026,5,19,중개거래
중구,신당동,현대,139.275,3,1993,145000,2026,5,10,중개거래
중구,황학동,황학동코아루,84.95,1,2010,95000,2026,5,6,중개거래
중구,만리동2가,서울역센트럴자이,72.9733,23,2017,207000,2026,5,2,중개거래
중구,신당동,남산타운,84.88,13,2002,167000,2026,5,14,중개거래
중구,중림동,삼성사이버빌리지,84.95,13,2001,176000,2026,5,18,중개거래
중구,신당동,남산타운,59.94,2,2002,150000,2026,5,16,중개거래
중구,황학동,황학아크로타워,109.146,9,2010,129500,2026,5,18,중개거래
중구,인현동2가,세운푸르지오헤리시티,40.7637,18,2023,71500,2026,5,9,중개거래
중구,만리동2가,서울역센트럴자이,84.9918,20,2017,218000,2026,5,17,중개거래
중구,신당동,약수하이츠,114.92,12,1999,176000,2026,5,1,중개거래
중구,신당동,남산타운,84.88,18,2002,181500,2026,5,15,중개거래
중구,황학동,롯데캐슬,59.91,25,2008,107000,2026,5,16,중개거래
중구,신당동,청구e편한세상,84.95,4,2011,195000,2026,5,16,중개거래
중구,신당동,남산타운,59.94,2,2002,147000,2026,5,12,중개거래
중구,신당동,현대,121.14,14,1993,148200,2026,5,16,중개거래
중구,신당동,남산타운,59.94,11,2002,150000,2026,5,15,중개거래
중구,신당동,남산타운,114.88,1,2002,164000,2026,5,15,중개거래
중구,신당동,남산타운,59.94,14,2002,153000,2026,5,14,중개거래
중구,만리동1가,LIG서울역리가,84.9866,9,2012,175000,2026,5,14,중개거래
중구,만리동1가,LIG서울역리가,84.9566,15,2012,179000,2026,5,15,중개거래
중구,순화동,순화동더샵,84.9,18,2007,124000,2026,5,1,중개거래
중구,신당동,남산타운,59.94,8,2002,153000,2026,5,13,중개거래
중구,신당동,남산타운,84.88,4,2002,164000,2026,5,13,중개거래
중구,신당동,약수하이츠,84.88,9,1999,178000,2026,5,13,중개거래
중구,황학동,한양I-Class,16.37,14,2013,12500,2026,5,12,중개거래
중구,신당동,남산타운,84.88,16,2002,175000,2026,5,13,중개거래
중구,신당동,남산타운,114.88,14,2002,173000,2026,5,12,중개거래
중구,흥인동,청계천두산위브더제니스,124.3673,3,2014,143000,2026,5,8,중개거래
중구,신당동,래미안하이베르,59.95,5,2011,156500,2026,5,12,중개거래
중구,신당동,신당동파라다이스,84.96,9,2000,68029,2026,5,7,직거래
중구,인현동2가,세운푸르지오헤리시티,28.4064,14,2023,39700,2026,5,12,중개거래
중구,신당동,청구e편한세상,84.96,4,2011,98020,2026,5,6,중개거래
중구,신당동,남산타운,84.88,8,2002,165000,2026,5,11,중개거래
중구,인현동2가,세운푸르지오헤리시티,28.4064,9,2023,37500,2026,5,9,중개거래
중구,황학동,롯데캐슬,84.9,24,2008,116000,2026,5,9,중개거래
중구,황학동,DUO302,15.97,11,2014,15000,2026,5,9,중개거래
중구,만리동2가,서울역센트럴자이,84.972,25,2017,225000,2026,5,9,중개거래
중구,만리동2가,서울역센트럴자이,59.9808,5,2017,193000,2026,5,9,중개거래
중구,흥인동,우일타운,114.57,17,1994,50000,2026,5,8,중개거래
중구,신당동,한진해모로,59.76,1,2001,116500,2026,5,8,중개거래
중구,신당동,삼성V아파트A동,81.63,3,2007,80500,2026,5,7,중개거래
중구,신당동,래미안하이베르,117,13,2011,125000,2026,5,8,중개거래
중구,황학동,롯데캐슬,114.9,24,2008,145000,2026,5,8,중개거래
중구,신당동,남산타운,84.88,4,2002,164000,2026,5,8,중개거래
중구,입정동,힐스테이트세운센트럴1단지,49.4486,20,2023,123000,2026,5,1,중개거래
중구,신당동,남산타운,59.94,8,2002,150000,2026,5,7,중개거래
중구,신당동,남산타운,59.94,5,2002,148500,2026,5,7,중개거래
중구,황학동,위너빌(Winnervill),23.91,5,2018,35000,2026,5,4,중개거래
중구,충무로5가,충무로엘크루메크로시티2차,22.75,7,2016,21850,2026,5,7,중개거래
중구,신당동,남산타운,84.88,7,2002,168000,2026,5,6,중개거래
중구,회현동1가,남산롯데캐슬아이리스,44.99,27,2011,105000,2026,5,6,중개거래
중구,황학동,롯데캐슬,59.94,25,2008,98000,2026,5,6,중개거래
중구,만리동2가,서울역센트럴자이,84.972,8,2017,224000,2026,5,5,중개거래
중구,신당동,현대,79.11,12,1993,130000,2026,5,4,중개거래
중구,신당동,남산타운,84.88,7,2002,173000,2026,5,4,중개거래
중구,회현동1가,삼풍,63.87,6,1975,56000,2026,5,2,중개거래
중구,충무로4가,진양상가,71.93,9,1970,60000,2026,5,3,중개거래
중구,묵정동,힐스테이트남산,38.95,8,2024,78000,2026,5,1,중개거래
중구,황학동,롯데캐슬,84.97,31,2008,120000,2026,5,1,중개거래
중구,황학동,롯데캐슬,59.91,21,2008,102000,2026,5,2,중개거래
용산구,한남동,한남아이파크애비뉴,49.5507,9,2017,90000,2026,5,2,중개거래
용산구,서빙고동,금호베스트빌1,144.45,4,2002,238000,2026,5,23,중개거래
용산구,서빙고동,금호베스트빌1,84.94,12,2002,208000,2026,5,23,중개거래
용산구,청파동1가,아이딜,84.91,2,2004,95000,2026,5,26,중개거래
용산구,이촌동,강촌,59.12,7,1998,200000,2026,5,29,직거래
용산구,한강로3가,원효전자상가,55.77,3,1974,110000,2026,5,9,중개거래
용산구,한남동,대림아르빌,84.57,4,2005,162000,2026,5,20,중개거래
용산구,원효로4가,산호,40.46,12,1977,189000,2026,5,30,중개거래
용산구,한강로3가,한강자이에클라트,103.57,14,2006,165000,2026,5,28,중개거래
용산구,한남동,한남더힐,177.764,6,2011,1000000,2026,5,18,중개거래
용산구,이촌동,한가람,84.96,21,1998,278000,2026,5,25,중개거래
용산구,후암동,후암미주,62.28,5,1980,108000,2026,5,24,중개거래
용산구,효창동,용산롯데캐슬센터포레,59.79,8,2019,208000,2026,5,23,중개거래
용산구,효창동,용산롯데캐슬센터포레,84.9204,13,2019,243000,2026,5,26,중개거래
용산구,청암동,SK청암대(64-29),244.95,12,2001,290000,2026,5,21,중개거래
용산구,한강로3가,쌍용스윗닷홈,84.97,9,2003,220000,2026,5,30,중개거래
용산구,이촌동,이촌코오롱(A),59.82,10,1999,235000,2026,5,9,중개거래
용산구,한강로3가,한강자이에클라트,68.59,18,2006,115000,2026,5,31,중개거래
용산구,한남동,태성1,59.95,1,1975,88000,2026,5,18,중개거래
용산구,이촌동,현대맨숀,126.1,6,1974,309980,2026,5,16,중개거래
용산구,한남동,한성1,44.43,6,1974,59100,2026,5,23,중개거래
용산구,한남동,한성1,40.1,3,1974,58700,2026,5,7,중개거래
용산구,이촌동,북한강(성원),59.55,16,2001,227000,2026,5,28,중개거래
용산구,이태원동,남산대림,59.92,4,1994,170000,2026,5,25,중개거래
용산구,한강로3가,센트럴파크,102.8617,8,2020,345000,2026,5,25,중개거래
용산구,이촌동,래미안첼리투스,124.02,6,2015,464998,2026,5,29,중개거래
용산구,이촌동,미주B,148.96,9,1976,185000,2026,5,26,중개거래
용산구,원효로4가,산호,78.06,1,1977,220000,2026,5,18,중개거래
용산구,한강로3가,센트럴파크,102.8617,22,2020,326000,2026,5,25,중개거래
용산구,이태원동,청화1,142.71,12,1982,340000,2026,5,20,중개거래
용산구,한강로3가,센트럴파크,114.5011,5,2020,363000,2026,5,27,중개거래
용산구,한남동,성아1,97.98,7,1970,71000,2026,5,6,중개거래
용산구,서빙고동,신동아,166.98,12,1984,460000,2026,5,21,중개거래
용산구,원효로1가,용산파크뷰(46-3),27.61,18,2018,42000,2026,5,28,중개거래
용산구,이촌동,한강맨숀,87.54,5,1971,412930,2026,5,14,중개거래
용산구,한강로3가,센트럴파크,114.5011,26,2020,375000,2026,5,8,중개거래
용산구,한강로3가,센트럴파크,114.5011,39,2020,415000,2026,5,11,중개거래
용산구,한강로3가,한강자이에클라트,68.59,12,2006,121000,2026,5,31,중개거래
용산구,후암동,후암미주,62.28,5,1980,101000,2026,5,9,중개거래
용산구,동자동,센트레빌아스테리움서울,145.2,24,2013,198500,2026,5,27,중개거래
용산구,이촌동,강촌,84.85,12,1998,259000,2026,5,31,중개거래
용산구,한강로3가,용산시티파크(1단지),181.89,8,2007,380000,2026,5,28,중개거래
용산구,문배동,용산KCC웰츠타워,97.83,38,2015,165000,2026,5,27,중개거래
용산구,동자동,센트레빌아스테리움서울,131.05,27,2013,183750,2026,5,27,중개거래
용산구,이태원동,청화1,106.12,6,1982,300000,2026,5,30,중개거래
용산구,도원동,삼성래미안,114.99,2,2001,203000,2026,5,30,중개거래
용산구,이태원동,용산동아파트,51.27,2,1969,60000,2026,5,29,중개거래
용산구,한강로3가,용산시티파크(1단지),116.31,9,2007,305000,2026,5,30,중개거래
용산구,도원동,삼성래미안,84.92,11,2001,188000,2026,5,29,중개거래
용산구,도원동,삼성래미안,84.69,16,2001,182500,2026,5,29,중개거래
용산구,한남동,한성1,64.26,1,1974,65000,2026,5,21,중개거래
용산구,이촌동,현대한강,84.88,5,1997,240000,2026,5,29,중개거래
용산구,이촌동,래미안첼리투스,124.35,47,2015,550000,2026,5,28,중개거래
용산구,한남동,한남아이파크애비뉴,93.1642,18,2017,195000,2026,5,28,직거래
용산구,한강로3가,시티하우스,23.7,9,2011,24000,2026,5,20,중개거래
용산구,한남동,한남아이파크애비뉴,49.6971,3,2017,90000,2026,5,9,중개거래
용산구,한강로3가,용산시티파크(1단지),143.36,24,2007,416000,2026,5,22,중개거래
용산구,용산동5가,용산파크타워(24-0),134.02,22,2009,392000,2026,5,27,중개거래
용산구,한강로3가,센트럴파크,102.8617,16,2020,350000,2026,5,7,중개거래
용산구,한남동,한남동리첸시아,84.64,10,2004,196500,2026,5,13,중개거래
용산구,효창동,효창베네스,84.94,2,2002,140000,2026,5,22,중개거래
용산구,한남동,한남동리첸시아,72.06,6,2004,132000,2026,5,12,중개거래
용산구,이촌동,LG한강자이,66.39,10,2003,272000,2026,5,26,중개거래
용산구,산천동,리버힐삼성,59.55,19,2001,165000,2026,5,26,중개거래
용산구,한강로2가,벽산메가트리움,84.74,23,2005,202000,2026,5,21,중개거래
용산구,이태원동,남산대림,59.92,4,1994,180000,2026,5,26,중개거래
용산구,원효로4가,산호,103.67,10,1977,250000,2026,5,26,중개거래
용산구,한남동,한남더힐,59.7,7,2011,380000,2026,5,22,중개거래
용산구,후암동,제일,78.8,3,2004,127000,2026,5,25,중개거래
용산구,문배동,용산KCC웰츠타워,97.83,39,2015,163000,2026,5,22,중개거래
용산구,한강로2가,용산푸르지오써밋(420),124.2293,16,2017,320000,2026,5,20,중개거래
용산구,보광동,신동아1,84.93,8,1992,442000,2026,5,20,중개거래
용산구,원효로4가,풍전,76.56,3,1971,130000,2026,5,5,중개거래
용산구,한강로3가,용산시티파크(1단지),116.31,38,2007,327000,2026,5,23,중개거래
용산구,이촌동,보람더하임,84.5343,6,2009,195000,2026,5,23,중개거래
용산구,이촌동,한가람,59.88,1,1998,229000,2026,5,23,중개거래
용산구,한남동,한남동리첸시아,37.53,11,2004,64300,2026,5,19,중개거래
용산구,이촌동,이촌코오롱(A),59.82,16,1999,239000,2026,5,23,중개거래
용산구,한강로2가,용산파크e-편한세상,84.67,4,2007,187000,2026,5,22,중개거래
용산구,문배동,용산KCC웰츠타워,84.03,30,2015,175500,2026,5,7,중개거래
용산구,이촌동,이촌코오롱(A),59.82,10,1999,233000,2026,5,23,중개거래
용산구,원효로4가,산호,103.67,10,1977,260000,2026,5,22,중개거래
용산구,한남동,성아1,97.98,6,1970,74000,2026,5,22,중개거래
용산구,한강로3가,센트럴파크,102.8617,10,2020,350000,2026,5,22,중개거래
용산구,원효로4가,한강수,148.19,2,2005,158000,2026,5,22,중개거래
용산구,원효로1가,리첸시아용산A,122.85,16,2010,180000,2026,5,6,중개거래
용산구,문배동,이안용산1차(102동),84.59,3,2005,135000,2026,5,21,중개거래
용산구,문배동,이안용산프리미어,109.03,14,2007,175000,2026,5,21,중개거래
용산구,이촌동,장미,196.71,7,1975,310000,2026,5,9,중개거래
용산구,이촌동,한가람,59.88,6,1998,239000,2026,5,21,중개거래
용산구,원효로1가,용산더프라임,142.901,24,2014,252000,2026,5,1,중개거래
용산구,후암동,후암미주,62.28,3,1980,108000,2026,5,7,중개거래
용산구,산천동,리버힐삼성,59.55,14,2001,152000,2026,5,20,중개거래
용산구,이태원동,청화1,105.75,4,1982,298500,2026,5,14,중개거래
용산구,도원동,삼성래미안,59.94,6,2001,162700,2026,5,19,중개거래
용산구,서빙고동,신동아,166.98,2,1984,420000,2026,5,16,중개거래
용산구,도원동,삼성래미안,59.94,8,2001,157000,2026,5,16,중개거래
용산구,이촌동,현대맨숀,180.2,9,1974,438190,2026,5,19,중개거래
용산구,이촌동,한강(대우),84.98,7,2000,260000,2026,5,13,중개거래
용산구,한강로2가,벽산메가트리움,84.87,5,2005,181000,2026,5,16,중개거래
용산구,한강로3가,센트럴파크,102.8617,9,2020,330000,2026,5,13,중개거래
용산구,이촌동,한강(대우),134.13,7,2000,300000,2026,5,7,중개거래
용산구,효창동,효창파크푸르지오,59.41,4,2010,182500,2026,5,5,중개거래
용산구,효창동,효창파크푸르지오,84.45,19,2010,213000,2026,5,5,중개거래
용산구,한남동,한남동리첸시아,37.53,10,2004,63000,2026,5,16,중개거래
용산구,한강로3가,센트럴파크,102.8617,14,2020,363000,2026,5,8,중개거래
용산구,한남동,한남동리첸시아,37.53,14,2004,65000,2026,5,5,중개거래
용산구,효창동,용산데시앙포레,59.8391,5,2022,171500,2026,5,17,중개거래
용산구,이촌동,한가람,114.96,9,1998,300000,2026,5,16,중개거래
용산구,이촌동,한가람,59.88,5,1998,239500,2026,5,16,중개거래
용산구,한강로3가,센트럴파크,114.8905,6,2020,340000,2026,5,15,중개거래
용산구,효창동,효창파크푸르지오,84.45,16,2010,217000,2026,5,2,중개거래
용산구,보광동,신동아1,84.93,2,1992,420000,2026,5,5,중개거래
용산구,문배동,이안용산1차(101동),84.56,11,2005,142000,2026,5,14,중개거래
용산구,보광동,리버빌(삼성),84.74,5,2000,260000,2026,5,14,중개거래
용산구,한강로3가,센트럴파크,135.3849,26,2020,490000,2026,5,8,중개거래
용산구,신계동,용산e편한세상,84.89,15,2011,220000,2026,5,6,중개거래
용산구,용산동5가,용산파크타워(24-0),137.63,36,2009,410000,2026,5,14,중개거래
용산구,효창동,용산데시앙포레,84.9956,5,2022,183000,2026,5,14,중개거래
용산구,이촌동,강촌,114.595,5,1998,310000,2026,5,9,중개거래
용산구,이태원동,퍼시픽맨션골드,145.33,4,2003,151000,2026,5,1,중개거래
용산구,문배동,리첸시아용산B,145.75,9,2010,191000,2026,5,13,중개거래
용산구,한강로3가,용산시티파크(1단지),146.53,14,2007,335000,2026,5,4,중개거래
용산구,효창동,세양청마루,59.28,4,2006,120000,2026,5,11,중개거래
용산구,용산동5가,용산파크타워(24-0),100.29,13,2009,292100,2026,5,10,중개거래
용산구,후암동,후암미주,64.26,2,1980,95000,2026,5,8,중개거래
용산구,이촌동,한가람,114.96,11,1998,295000,2026,5,8,중개거래
용산구,용산동5가,용산파크타워(24-0),149.92,18,2009,390000,2026,5,8,중개거래
용산구,도원동,삼성래미안,84.69,16,2001,180000,2026,5,10,중개거래
용산구,도원동,삼성래미안,84.69,21,2001,180000,2026,5,8,중개거래
용산구,한남동,한남아이파크애비뉴,46.2439,3,2017,85900,2026,5,8,중개거래
용산구,이촌동,반도,136.21,10,1977,350000,2026,5,8,중개거래
용산구,산천동,한강타운,59.69,2,2001,71000,2026,5,7,직거래
용산구,한남동,대림아르빌,84.74,7,2005,164000,2026,5,7,중개거래
용산구,이촌동,래미안첼리투스,124.02,16,2015,467980,2026,5,7,중개거래
용산구,한강로3가,한강자이에클라트,80.77,24,2006,125500,2026,5,7,중개거래
용산구,이촌동,한가람,114.96,9,1998,326000,2026,5,7,중개거래
용산구,이촌동,강촌,84.77,17,1998,265000,2026,5,1,중개거래
